编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,需要皮试,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-W414,复方氯化钠注射液,Compound Sodium Chloride,WESTERN,INJECTION,250ml 、500ml,支,250,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W415-01,氯化钾（缓释片）,Potassium Chloride,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W415-02,氯化钾（注射液）,Potassium Chloride,WESTERN,INJECTION,10ml ∶1g 、10ml ∶1.5g颗粒剂,支,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W416,乳酸钠林格注射液,Sodium Lactate Ringer's,WESTERN,INJECTION,500ml,支,500,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W417-01,碳酸氢钠（片剂）,Sodium Bicarbonate,WESTERN,TABLET,0.3g 、0.5g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W417-02,碳酸氢钠（注射液）,Sodium Bicarbonate,WESTERN,INJECTION,10ml ∶0.5g 、50ml ∶4.2g、 100ml ∶1.4g 、250ml ∶12.5g,支,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W418,司维拉姆片剂,Sevelamer,WESTERN,TABLET,0.8g,片,0.8,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W419-01,硫代硫酸钠（注射液）,Sodium Thiosulfate,WESTERN,INJECTION,10ml ∶0.5g 、20ml ∶1.0g、 20ml ∶10g,支,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W419-02,硫代硫酸钠（注射用无菌粉末）,Sodium Thiosulfate,WESTERN,INJECTION,0.32g 、0.64g,支,0.32,g,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W420,氯解磷定注射液,Pralidoxime Chloride,WESTERN,INJECTION,2ml ∶0.25g 、2ml ∶0.5g,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W421,碘解磷定注射液,Pralidoxime Iodide,WESTERN,INJECTION,20ml ∶0.5g,支,20,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W422,戊乙奎醚注射液,Penehyclidine,WESTERN,INJECTION,1ml ∶0.5mg 、1ml ∶1mg、 2ml ∶2mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W423,亚甲蓝注射液,"Methylthioninium
Chloride",WESTERN,INJECTION,2ml ∶20mg 、5ml ∶50mg、 10ml ∶100mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W424-01,纳洛酮（注射液）,Naloxone,WESTERN,INJECTION,1ml ∶0.4mg 、1ml ∶1mg、 2ml ∶2mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W424-02,纳洛酮（注射用无菌粉末）,Naloxone,WESTERN,INJECTION,0.4mg 、1.0mg、 2.0mg,支,0.4,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W425,乙酰胺注射液,Acetamide,WESTERN,INJECTION,2ml ∶1.0g 、5ml ∶2.5g、 10ml ∶5.0g,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W426,氟马西尼注射液,Flumazenil,WESTERN,INJECTION,2ml ∶0.2mg 、5ml ∶0.5mg、 10ml ∶1.0mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W427,破伤风抗毒素注射液,Tetanus Antitoxin,WESTERN,INJECTION,1500IU 、10000IU,支,1500,IU,REFRIGERATED,是,是,否,,是,,,IM,BID,否,是,ACTIVE
MED-2026-W428,抗狂犬病血清注射液,Rabies Antiserum,WESTERN,INJECTION,400IU 、700IU,支,400,IU,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W429,抗蛇毒血清注射液,KSDXQ,WESTERN,INJECTION,注射液,支,,,ROOM_TEMPERATURE,是,是,否,,是,,,IM,BID,否,是,ACTIVE
MED-2026-W430,破伤风人免疫球蛋白注射液,"Human Tetanus
Immunoglobulin",WESTERN,INJECTION,250IU（2.5ml ）、500IU （5ml）,支,250,IU,REFRIGERATED,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W431,国家免疫规划用疫苗,GJMYGHYYM,WESTERN,TABLET,以说明书为准,片,,,REFRIGERATED,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W432,硫酸钡干混悬剂(Ⅰ型、Ⅱ型）,Barium Sulfate,WESTERN,ORAL_LIQUID,干混悬剂(Ⅰ型、Ⅱ型）,瓶,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W433,碘化油注射液,Iodinated Oil,WESTERN,INJECTION,10ml,支,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W434,碘海醇注射液,Iohexol,WESTERN,INJECTION,20ml ∶6g（I ）、50ml ∶15g （I ）、100ml ∶30g（I ）、100ml ∶35g（I）,支,20,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W435,碘佛醇注射液,Ioversol,WESTERN,INJECTION,20ml ∶6.4g（I ）、50ml ∶16g （I ）、100ml ∶32g（I ）、100ml ∶35g（I）,支,20,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W436,钆布醇注射液,Gadobutrol,WESTERN,INJECTION,7.5ml ∶4.5354g、 10ml ∶6.0472g 、15ml ∶9.0708g,支,7.5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W437,结核菌素纯蛋白衍生物注射液,Purified Protein Derivative of Tuberculin,WESTERN,INJECTION,注射液,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W438,磺胺嘧啶银乳膏剂,Sulfadiazine Silver,WESTERN,CREAM,1%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W439,咪康唑乳膏剂,Miconazole,WESTERN,CREAM,2%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W440-01,特比萘芬（片剂）,Terbinafine,WESTERN,TABLET,0. 125g 、0.25g,片,125,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W440-02,特比萘芬（乳膏剂）,Terbinafine,WESTERN,CREAM,1%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W441,曲安奈德益康唑乳膏剂,Triamcinolone Acetonide and Econazole,WESTERN,CREAM,1g（曲安奈德 1mg 与硝酸益康唑 10mg）、10g （硝酸益康唑0.10g 与曲安奈德 10mg）、15g（硝酸益康唑 0.15g 与曲安奈德 15mg、醋酸曲安奈德 16.5mg 与硝酸益康唑 150mg）,支,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W442,莫匹罗星软膏剂,Mupirocin,WESTERN,OINTMENT,2%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W443,尿素软膏剂,Urea,WESTERN,OINTMENT,软膏剂、乳膏剂： 10% 、20%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W444,鱼石脂软膏剂,Ichthammol,WESTERN,OINTMENT,10%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W445,水杨酸软膏剂,Salicylic Acid,WESTERN,OINTMENT,2% 、5%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W446,糠酸莫米松乳膏剂,Mometasone Furoate,WESTERN,CREAM,0.1%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W447,炉甘石洗剂,Calamine,WESTERN,OTHER,洗剂,盒,,,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W448,依沙吖啶外用溶液剂,Ethacridine,WESTERN,OTHER,0.1%,盒,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W449,司普奇拜单抗注射液,Stapokibart,WESTERN,INJECTION,2ml ∶300mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W450,氯霉素滴眼剂,Chloramphenicol,WESTERN,DROPS,8ml ∶20mg,瓶,8,ml,ROOM_TEMPERATURE,是,是,否,,否,,,OPHTHALMIC,BID,否,是,ACTIVE
MED-2026-W451,加替沙星滴眼剂、眼用凝胶：0.3%,Gatifloxacin,WESTERN,CREAM,滴眼剂、眼用凝胶：0.3%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W452,利福平滴眼剂,Rifampicin,WESTERN,DROPS,10ml ∶5mg 、10ml ∶10mg,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,OPHTHALMIC,BID,否,是,ACTIVE
MED-2026-W453,毛果芸香碱注射液,Pilocarpine,WESTERN,INJECTION,1ml ∶2mg滴眼剂,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W454,他氟前列素滴眼剂,Tafluprost,WESTERN,DROPS,0.0015%,瓶,,,ROOM_TEMPERATURE,是,是,否,,否,,,OPHTHALMIC,BID,否,是,ACTIVE
MED-2026-W455,噻吗洛尔滴眼剂,Timolol,WESTERN,DROPS,5ml ∶12.5mg 、5ml ∶25mg,瓶,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,OPHTHALMIC,BID,否,是,ACTIVE
MED-2026-W456,乙酰唑胺片剂,Acetazolamide,WESTERN,TABLET,0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W457-01,可的松（眼膏剂）,Cortisone,WESTERN,OINTMENT,0.25% 、0.5% 、1%,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,BID,否,是,ACTIVE
MED-2026-W457-02,可的松（滴眼剂）,Cortisone,WESTERN,DROPS,3ml ∶15mg,瓶,3,ml,ROOM_TEMPERATURE,是,是,否,,否,,,OPHTHALMIC,BID,否,是,ACTIVE
MED-2026-W458,复方托吡卡胺滴眼剂,Compound Tropicamide,WESTERN,DROPS,1ml（托吡卡胺 5mg，盐酸去氧肾上腺素 5mg）、5ml（托吡卡胺 25mg，盐酸去氧肾上腺素25mg）,瓶,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,OPHTHALMIC,BID,否,是,ACTIVE
MED-2026-W459,康柏西普眼用注射液,Conbercept,WESTERN,INJECTION,10mg/ml ，0.2ml/ 支； 10mg/ml ，0.05ml/ 支（预充式）,支,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W460,麻黄碱滴鼻剂,Ephedrine,WESTERN,DROPS,1%,瓶,,,ROOM_TEMPERATURE,是,是,否,,否,,,NASAL,BID,否,是,ACTIVE
MED-2026-W461,氧氟沙星滴耳剂,Ofloxacin,WESTERN,DROPS,5ml ∶15mg,瓶,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,OTIC,BID,否,是,ACTIVE
MED-2026-W462,地芬尼多片剂,Difenidol,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W463-01,羟甲唑啉（滴鼻剂）,Oxymetazoline,WESTERN,DROPS,3ml ∶1.5mg 、5ml ∶2.5mg、 10ml ∶5mg,瓶,3,ml,ROOM_TEMPERATURE,是,是,否,,否,,,NASAL,BID,否,是,ACTIVE
MED-2026-W463-02,羟甲唑啉（喷雾剂）,Oxymetazoline,WESTERN,AEROSOL,5ml ∶1.25mg 、10ml ∶5mg,瓶,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,INHALATION,BID,否,是,ACTIVE
MED-2026-W464,缩宫素注射液,Oxytocin,WESTERN,INJECTION,1ml ∶5 单位、 1ml ∶10 单位,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W465,麦角新碱注射液,Ergometrine,WESTERN,INJECTION,1ml ∶0.2mg 、1ml ∶0.5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W466,垂体后叶注射液,Posterior Pituitary Injection,WESTERN,INJECTION,0.5ml ∶3 单位、1ml ∶6 单位,支,0.5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W467,米非司酮片剂,Mifepristone,WESTERN,TABLET,10mg 、25mg 、200mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W468,米索前列醇片剂,Misoprostol,WESTERN,TABLET,200μg,片,200,μg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W469,卡前列甲酯栓剂,Carboprost Methylate,WESTERN,SUPPOSITORY,0.5mg 、1mg,枚,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,RECTAL,BID,否,是,ACTIVE
MED-2026-W470-01,克霉唑（栓剂）,Clotrimazole,WESTERN,SUPPOSITORY,0. 15g,枚,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,RECTAL,BID,否,是,ACTIVE
MED-2026-W470-02,克霉唑（阴道片）,Clotrimazole,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W471,避孕药,BYY,WESTERN,TABLET,以说明书为准,片,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W472,咖啡因注射液,Caffeine,WESTERN,INJECTION,（枸橼酸盐）注射液： 1ml ∶20mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W473,牛肺表面活性剂注射用无菌粉末,Calf Pulmonary Surfactant,WESTERN,INJECTION,70mg,支,70,mg,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,BID,否,是,ACTIVE
MED-2026-W474,培门冬酶注射液,Pegaspargase,WESTERN,INJECTION,2ml ∶1500IU、5ml ∶3750IU,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W475-01,水合氯醛（糖浆剂）,Chloral Hydrate,WESTERN,ORAL_LIQUID,10ml ∶1g,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W475-02,水合氯醛（糖浆组合包装）,Chloral Hydrate,WESTERN,ORAL_LIQUID,水合氯醛浓缩液 1.342g∶1g/ 糖浆（稀释液）9ml， 水合氯醛浓缩液 0.671g∶0.5g/ 糖浆（稀释液）4.5ml,瓶,1.342,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W475-03,水合氯醛（灌肠剂）,Chloral Hydrate,WESTERN,OTHER,1.34g∶0.5g,盒,1.34,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W476-01,哌甲酯（片剂）,Methylphenidate,WESTERN,TABLET,10mg 、100mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W476-02,哌甲酯（缓释片）,Methylphenidate,WESTERN,TABLET,18mg 、27mg 、36mg,片,18,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W476-03,哌甲酯（缓释胶囊）,Methylphenidate,WESTERN,CAPSULE,5mg 、10mg 、20mg、 30mg 、40mg,粒,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-T001-01,九味羌活丸（颗粒）（丸剂）,JWQHWKL,CHINESE_PATENT,OTHER,每丸重 9g，每 10 丸重 1.8g，每袋装 6g 、9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T001-02,九味羌活丸（颗粒）（颗粒剂）,JWQHWKL,CHINESE_PATENT,GRANULE,每袋装 5g 、15g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T002-01,感冒清热颗粒（胶囊）（颗粒剂）,GMQRKLJN,CHINESE_PATENT,GRANULE,每袋装 3g、6g（相当于饮片 8.85g）、12g（相当于饮片 8.85g）,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T002-02,感冒清热颗粒（胶囊）,GMQRKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T003,正柴胡饮颗粒颗粒剂,ZCHYKL,CHINESE_PATENT,GRANULE,每袋装 3g 、10g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T004-01,荆防颗粒（合剂）（颗粒剂）,JFKLHJ,CHINESE_PATENT,GRANULE,每袋装 15g,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T004-02,荆防颗粒（合剂）,JFKLHJ,CHINESE_PATENT,ORAL_LIQUID,每瓶（支）装 10ml （每 1ml 相当于饮片 1g）,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T005,柴胡注射液,CHZSY,CHINESE_PATENT,INJECTION,每支装 2ml,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,TID,否,是,ACTIVE
MED-2026-T006,金花清感颗粒颗粒剂,JHQGKL,CHINESE_PATENT,GRANULE,每袋装 5g（相当于饮片 17.3g）,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T007-01,银翘解毒丸（颗粒、胶囊、软胶囊、片）（丸剂）,YQJDWKLJNRJNP,CHINESE_PATENT,OTHER,每丸重 3g 、9g，每10 丸重 1.5g（每 1g 相当于饮片 0.61g）,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T007-02,银翘解毒丸（颗粒、胶囊、软胶囊、片）（颗粒剂）,YQJDWKLJNRJNP,CHINESE_PATENT,GRANULE,每袋装 15g（相当于原药材 15g）,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T007-03,银翘解毒丸（颗粒、胶囊、软胶囊、片）,YQJDWKLJNRJNP,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T007-04,银翘解毒丸（颗粒、胶囊、软胶囊、片）,YQJDWKLJNRJNP,CHINESE_PATENT,CAPSULE,每粒装 0.45g（相当于饮片 2.24g）,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T007-05,银翘解毒丸（颗粒、胶囊、软胶囊、片）（片剂）,YQJDWKLJNRJNP,CHINESE_PATENT,TABLET,每片重 0.3g 、0.5g、 0.52g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T008-01,芎菊上清丸（颗粒、片）（丸剂）,QJSQWKLP,CHINESE_PATENT,OTHER,每丸重 9g，每 100丸重 6g，每袋装 6g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T008-02,芎菊上清丸（颗粒、片）（颗粒剂）,QJSQWKLP,CHINESE_PATENT,GRANULE,每袋装 10g,袋,10,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T008-03,芎菊上清丸（颗粒、片）（片剂）,QJSQWKLP,CHINESE_PATENT,TABLET,每片重 0.25g 、0.3g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T009,牛黄清感胶囊,NHQGJN,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T010,祖卡木颗粒颗粒剂,ZKMKL,CHINESE_PATENT,GRANULE,每袋装 6g 、12g,袋,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T011,复方银花解毒颗粒颗粒剂,FFYHJDKL,CHINESE_PATENT,GRANULE,每袋装 15g,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T012-01,柴银颗粒（口服液）（颗粒剂）,CYKLKFY,CHINESE_PATENT,GRANULE,每袋装 8g,袋,8,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T012-02,柴银颗粒（口服液）（合剂）,CYKLKFY,CHINESE_PATENT,ORAL_LIQUID,每瓶装 20ml,瓶,20,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T013-01,防风通圣丸（颗粒）（丸剂）,FFTSWKL,CHINESE_PATENT,OTHER,每丸重 9g，每 8 丸相当于原药材 3g 、6g，每20 丸重 1g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T013-02,防风通圣丸（颗粒）（颗粒剂）,FFTSWKL,CHINESE_PATENT,GRANULE,每袋装 3g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T014-01,小柴胡颗粒（片）（颗粒剂）,XCHKLP,CHINESE_PATENT,GRANULE,每袋装 10g（每袋相当于饮片 4.86g）、4g （每袋相当于饮片 4.86g）、 3g 、2.5g,袋,10,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T014-02,小柴胡颗粒（片）（片剂）,XCHKLP,CHINESE_PATENT,TABLET,每片重 0.4g,片,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T015,玉屏风颗粒颗粒剂,YPFKL,CHINESE_PATENT,GRANULE,每袋装 5g（相当于饮片 10g）,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T016-01,麻仁润肠丸（软胶囊）（丸剂）,MRRCWRJN,CHINESE_PATENT,OTHER,每丸重 6g，每 10 粒重 1.6g，每袋装 6g（每 30丸重 6g）,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T016-02,麻仁润肠丸（软胶囊）,MRRCWRJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T017-01,黄连上清丸（颗粒、胶囊、片）（丸剂）,HLSQWKLJNP,CHINESE_PATENT,OTHER,每丸重 6g，每 10 丸重 0.3g，每 40 丸重 3g，每袋装 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T017-02,黄连上清丸（颗粒、胶囊、片）（颗粒剂）,HLSQWKLJNP,CHINESE_PATENT,GRANULE,每袋装 2g,袋,2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T017-03,黄连上清丸（颗粒、胶囊、片）,HLSQWKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T017-04,黄连上清丸（颗粒、胶囊、片）（片剂）,HLSQWKLJNP,CHINESE_PATENT,TABLET,每片重 0.25g、0.3g、 0.31g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T018-01,牛黄解毒丸（胶囊、软胶囊、片）（丸剂）,NHJDWJNRJNP,CHINESE_PATENT,OTHER,每丸重 3g，每 100丸重 5g，每袋装 4g,丸,3,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T018-02,牛黄解毒丸（胶囊、软胶囊、片）,NHJDWJNRJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T018-03,牛黄解毒丸（胶囊、软胶囊、片）,NHJDWJNRJNP,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T018-04,牛黄解毒丸（胶囊、软胶囊、片）（片剂）,NHJDWJNRJNP,CHINESE_PATENT,TABLET,每片重 0.25g、0.27g、 0.3g,片,0.25,g,ROOM_TEMPERATURE,否,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T019-01,牛黄上清丸（胶囊、片）（丸剂）,NHSQWJNP,CHINESE_PATENT,OTHER,每丸重 6g，每 16 粒重 3g，每 100 粒重 10g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T019-02,牛黄上清丸（胶囊、片）,NHSQWJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T019-03,牛黄上清丸（胶囊、片）（片剂）,NHSQWJNP,CHINESE_PATENT,TABLET,每片重 0.25g（相当于饮片 0.622g）、0.265g（相当于饮片 0.62g）、0.3g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T020-01,一清颗粒（胶囊）（颗粒剂）,YQKLJN,CHINESE_PATENT,GRANULE,每袋装 5g 、7.5g，每 1g 相当于饮片 0.98g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
